Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
Mojanda,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,0.13,-78.27,4263,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cayambe,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Compound,Eruption Observed,1786 CE,0.029,-77.986,5790,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Reventador,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-0.077,-77.656,3562,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Pululahua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Dated,290 CE,0.0464,-78.49,3360,Subduction zone / Continental crust (>25 km),Dacite
Guagua Pichincha,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2002 CE,-0.171,-78.598,4784,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Atacazo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,320 BCE,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Chacana,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Observed,1773 CE,-0.375,-78.25,4643,Subduction zone / Continental crust (>25 km),Rhyolite
Antisana,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1802 CE,-0.481,-78.141,5753,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Aliso,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,2450 BCE,-0.53,-78,4267,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Sumaco,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,1895 CE,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Iliniza,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-0.662,-78.716,5162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cotopaxi,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,-0.677,-78.436,5911,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Quilotoa,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Dated,1280 CE,-0.8592,-78.9044,3914,Subduction zone / Continental crust (>25 km),Dacite
Chimborazo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,550 CE,-1.469,-78.817,6261,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tungurahua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2016 CE,-1.467,-78.442,5023,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Licto,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Uncertain,Unknown,-1.786,-78.614,3322,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Sangay,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-2.005,-78.341,5286,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Fernandina,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2024 CE,-0.37,-91.55,1476,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Ecuador,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Dated,1150 CE,-0.02,-91.546,790,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Wolf,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2022 CE,0.02,-91.35,1710,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Darwin,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Dated,1813 CE,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Alcedo,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1993 CE,-0.43,-91.12,1130,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
"Negra, Sierra",Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2018 CE,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
"Azul, Cerro",Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2008 CE,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Pinta,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1928 CE,0.58,-90.75,780,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Marchena,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1991 CE,0.33,-90.47,343,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Genovesa,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,0.32,-89.958,64,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Santiago,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1906 CE,-0.22,-90.77,920,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Santa Cruz,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-0.62,-90.33,864,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
San Cristobal,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-0.88,-89.5,759,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Kimsachata-Oroscocha,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor (Silicic),Lava dome,Eruption Dated,4450 BCE,-14.131,-71.363,3848,Subduction zone / Continental crust (>25 km),Rhyolite
"Auquihuato, Cerro",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone,Evidence Uncertain,Unknown,-15.07,-73.18,4980,Subduction zone / Continental crust (>25 km),No Data (checked)
Sara Sara,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-15.33,-73.45,5522,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Coropuna,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-15.52,-72.65,6377,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Andahua-Orcopampa,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,Eruption Dated,1490 CE,-15.42,-72.33,4713,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
Huambo,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,Eruption Dated,700 BCE,-15.78,-72.08,4554,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
Sabancaya,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024 CE,-15.787,-71.857,5960,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Chachani, Nevado",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-16.191,-71.53,6057,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Misti, El",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1985 CE,-16.294,-71.409,5822,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Ubinas,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-16.345,-70.8972,5608,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Huaynaputina,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1600 CE,-16.6144,-70.8542,4679,Subduction zone / Continental crust (>25 km),Dacite
Ticsani,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor (Silicic),Lava dome(s),Eruption Dated,1800 CE,-16.7586,-70.5981,5382,Subduction zone / Continental crust (>25 km),Dacite
Tutupaca,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1802 CE,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Yucamane,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1320 BCE,-17.184,-70.196,5495,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Casiri, Nevados",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-17.4852,-69.7886,5626,Subduction zone / Continental crust (>25 km),Trachyte / Trachydacite
Tacora,Chile-Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Unrest / Holocene,Unknown,-17.7209,-69.7728,5960,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Taapaca,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Eruption Dated,320 BCE,-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Dacite
Parinacota,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Dated,290 CE,-18.166,-69.142,6336,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Guallatiri,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1960 CE,-18.42,-69.092,6071,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Isluga,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1913 CE,-19.15,-68.83,5550,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tata Sabaya,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-19.13,-68.53,5430,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Irruputuncu,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1995 CE,-20.73,-68.55,5163,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Olca-Paruma,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,Unknown,-20.939,-68.413,5705,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Putana,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1810 CE,-22.557,-67.853,5884,Subduction zone / Continental crust (>25 km),Dacite
Sairecabur,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-22.719,-67.891,5961,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Licancabur,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-22.83,-67.88,5916,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Guayaques,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),Evidence Credible,Unknown,-22.895,-67.566,5598,Subduction zone / Continental crust (>25 km),Dacite
Purico Complex,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Shield,Shield(pyroclastic),Evidence Credible,Unknown,-23,-67.75,5703,Subduction zone / Continental crust (>25 km),Dacite
Colachi,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-23.236,-67.645,5631,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Acamarachi,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-23.292,-67.618,6023,Subduction zone / Continental crust (>25 km),Dacite
Chiliques,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-23.58,-67.7,5778,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Lascar,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2023 CE,-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cordon de Puntas Negras,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-23.743,-67.534,5852,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Miniques,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-23.82,-67.77,5910,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Tujle, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Maar,Evidence Credible,Unknown,-23.83,-67.95,3550,Subduction zone / Continental crust (>25 km),No Data (checked)
Caichinque,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-23.949,-67.74,4458,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tilocalar,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava cone(es),Evidence Uncertain,Unknown,-23.97,-68.13,3109,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Pular,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-24.188,-68.054,6233,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Negrillar, La",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone(s),Evidence Uncertain,Unknown,-24.319,-68.59,4220,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Socompa,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Dated,5250 BCE,-24.396,-68.246,6031,Subduction zone / Continental crust (>25 km),Dacite
Llullaillaco,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1877 CE,-24.72,-68.53,6739,Subduction zone / Continental crust (>25 km),Dacite
Corrida de Cori Volcanic Field,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-25.083,-68.367,5451,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Lastarria,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-25.168,-68.507,5706,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cordon del Azufre,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-25.336,-68.521,5481,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Bayo Gorbea, Cerro",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-25.414,-68.588,5413,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Nevada, Sierra",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-26.48,-68.58,6173,Subduction zone / Continental crust (>25 km),No Data (checked)
Falso Azufre,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Uncertain,Unknown,-26.8,-68.37,5906,Subduction zone / Continental crust (>25 km),No Data (checked)
"Incahuasi, Nevado de",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-27.033,-68.296,6638,Subduction zone / Continental crust (>25 km),Dacite
"Ojos del Salado, Nevados",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Dated,750 CE,-27.109,-68.541,6879,Subduction zone / Continental crust (>25 km),Dacite
"Solo, El",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-27.105,-68.713,6205,Subduction zone / Continental crust (>25 km),Dacite
Tuzgle,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Dacite
Aracar,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-24.29,-67.783,6095,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Unnamed,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone,Evidence Credible,Unknown,-25.078,-68.266,4652,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Antofagasta Volcanic Field,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,Evidence Uncertain,Unknown,-26.12,-67.4,3495,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Condor, El",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-26.632,-68.361,6373,Subduction zone / Continental crust (>25 km),No Data (checked)
Peinado,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-26.623,-68.116,5741,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Blanco, Cerro",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Caldera,Caldera,Eruption Dated,2300 BCE,-26.7657,-67.746,4670,Subduction zone / Continental crust (>25 km),Rhyolite
Tipas,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-27.196,-68.561,6658,Subduction zone / Continental crust (>25 km),No Data (checked)
Rapa Nui,Chile,Southern Pacific Volcanic Regions,Salas y Gómez Ridge Volcano Group,Shield,Shield(s),Evidence Credible,Unknown,-27.114,-109.356,501,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Tupungatito,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1987 CE,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
San Jose,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1960 CE,-33.789,-69.895,6070,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Maipo,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Caldera,Eruption Observed,1912 CE,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
Palomo,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-34.608,-70.295,4860,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Atuel, Caldera del",Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Caldera,Caldera,Evidence Credible,Unknown,-34.592,-69.921,5189,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Risco Plateado,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-34.917,-69.981,4999,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tinguiririca,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1917 CE,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Planchon-Peteroa,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2019 CE,-35.223,-70.568,3977,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Infiernillo,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Eruption Dated,6890 BCE,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite
Calabozos,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Caldera,Evidence Credible,Unknown,-35.558,-70.496,3508,Subduction zone / Continental crust (>25 km),Dacite
Descabezado Grande,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1933 CE,-35.58,-70.75,3953,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Azul, Cerro",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1967 CE,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Dacite
"Maule, Laguna del",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Caldera,Caldera,Eruption Dated,50 BCE,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
San Pedro-Pellado,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-35.989,-70.849,3621,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Longavi, Nevado de",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,4890 BCE,-36.1959,-71.1641,3175,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Blancas, Lomas",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-36.286,-71.009,2268,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
"Resago, Volcan",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Minor (Basaltic),Pyroclastic cone,Evidence Credible,Unknown,-36.4606,-70.9033,1890,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Payun Matru,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Eruption Dated,5050 BCE,-36.422,-69.241,3715,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
"Chillan, Nevados de",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2022 CE,-36.868,-71.378,3180,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tromen Volcanic Plateau,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1822 CE,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Antuco,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1869 CE,-37.406,-71.349,2979,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Copahue,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2021 CE,-37.856,-71.183,2953,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Callaqui,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1980 CE,-37.92,-71.45,3164,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Tolhuaca,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,4000 BCE,-38.31,-71.645,2739,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Lonquimay,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1990 CE,-38.379,-71.586,2832,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
"Blanca, Laguna",Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,-39.02,-70.37,1700,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Llaima,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2009 CE,-38.692,-71.729,3125,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Sollipulli,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Caldera,Caldera,Eruption Dated,1240 CE,-38.97,-71.52,2282,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Caburgua-Huelemolle,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Eruption Dated,5050 BCE,-39.25,-71.75,1652,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Villarrica,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-39.42,-71.93,2847,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Quetrupillan,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,255 CE,-39.496,-71.722,2360,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Lanin,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,560 CE,-39.637,-71.502,3776,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
Huanquihue Group,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1750 CE,-39.887,-71.58,2189,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Mocho-Choshuenco,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1937 CE,-39.927,-72.027,2422,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Carran-Los Venados,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Pyroclastic cone(s),Eruption Observed,1979 CE,-40.35,-72.07,1114,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Puyehue-Cordon Caulle,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2012 CE,-40.59,-72.117,2236,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
